Parcel,Address,Property Class,Property Use,Assessment Area,Current Year Land Value,Current Year Improvement Value,Current Year Total Value,Previous Year Land Value,Previous Year Improvment Value,Previous Year Total Value,Net Taxes,Special Assessment,Other Charges,Total Taxes,Zoning 1,Zoning 2,Zoning 3,Zoning 4,Lot Size Sq Ft,Frontage Street,Frontage Street Feet,Water Frontage,TIF District,School District,Elementary School,Middle School,High School,Ward,State Assembly District,Refuse District,Collection Schedule URL,Home Style,Year Built,Stories,Dwelling Units,Bedrooms,Full Baths,Half Baths,Fireplaces,Central Air,First Floor Living Area,Second Floor Living Area,Third Floor Living Area,Above Third Floor Living Area,Total Living Area,Finished Attic,Finished Basement,Total Basement,Crawl Space,Exterior Wall 1,Exterior Wall 2,Foundation,Roof,Roof Replaced Year,Garage 1,Garage Stalls 1,Garage2,Garage Stalls 2,Driveway,Shared Drive,Legal Description,Other Structure 1,Other Structure 1 Sq Ft,Other Structure 2,Other Structure 2 Sq Ft,Other Structure 3,Other Structure 3 Sq Ft,Other Structure 4,Other Structure 4 Sq Ft,Other Structure 5,Other Structure 5 Sq Ft,Other Structure 6,Other Structure 6 Sq Ft,Additional Buildings,Notation Parcel,Lot,Block
070929218109,502 Woodside Ter,Residential,Single family,57,$71800.00,$157500.00,$229300.00,$69700.00,$152900.00,$222600.00,$5183.74,$0.00,$0.00,$5183.74,SR-C1,,,,9984,Woodside Ter,73.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,1,0,1,true,1120,0,0,0,1120,0,790,1120,0,Wood,,Concrete Block,Asphalt,1953,Detached,3,,0,Concrete,false,OAK PARK HEIGHTS N 73 1/2 FT OF E 1/2 OF LOT 16,Screen Porch,160,,0,,0,,0,,0,,0,false,070929218109,0,0
070929218117,4609 Ames St,Residential,Single family,57,$71300.00,$213400.00,$284700.00,$69200.00,$207200.00,$276400.00,$6487.12,$0.00,$0.00,$6487.12,SR-C1,,,,9984,Ames St,136.52,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Contemporary,1958,1,1,4,2,1,1,true,1806,0,0,0,1806,0,400,1056,480,Wood,Masonry Facing,Concrete Block,Flat,1958,Attached,1.5,,0,Concrete,false,OAK PARK HEIGHTS N 73 1/2 FT OF W 1/2 OF LOT 16,Deck,150,,0,,0,,0,,0,,0,false,070929218117,0,0
070929218125,505 Charles Ln,Residential,Single family,57,$71800.00,$148300.00,$220100.00,$69700.00,$144000.00,$213700.00,$4968.13,$0.00,$0.00,$4968.13,SR-C1,,,,10138,Charles Ln,73.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,1,true,1232,0,0,0,1232,0,306,1232,0,Wood,,Concrete,Asphalt,1994,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS S 73 1/2 FT OF W 1/2 OF LOT 16,,0,,0,,0,,0,,0,,0,false,070929218125,0,0
070929218133,509 Charles Ln,Residential,Single family,57,$70000.00,$127000.00,$197000.00,$68000.00,$123300.00,$191300.00,$4556.85,$0.00,$0.00,$4556.85,SR-C1,,,,10138,Charles Ln,73.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,2,1,0,0,true,1082,0,0,0,1082,0,285,802,280,Aluminum/Vinyl,,Concrete,Asphalt,2004,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS NW 1/4 OF LOT 17,,0,,0,,0,,0,,0,,0,false,070929218133,0,0
070929218141,513 Charles Ln,Residential,Single family,57,$70500.00,$160800.00,$231300.00,$68400.00,$156200.00,$224600.00,$5232.20,$77.55,$0.00,$5309.75,SR-C1,,,,10138,Charles Ln,73.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,4,1,0,1,false,1600,0,0,0,1600,0,0,1600,0,Aluminum/Vinyl,,Concrete Block,Asphalt,1954,Attached,1,,0,Asphalt,false,OAK PARK HEIGHTS W 1/2 OF S 1/2 OF LOT 17,,0,,0,,0,,0,,0,,0,false,070929218141,0,0
070929218159,517 Charles Ln,Residential,Single family,57,$71300.00,$250600.00,$321900.00,$69200.00,$243300.00,$312500.00,$7361.69,$0.00,$0.00,$7361.69,SR-C1,,,,10138,Charles Ln,73.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Modern two story,1971,2,1,4,2,1,1,true,1172,976,0,0,2148,0,0,1172,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1971,Attached,2,,0,Concrete,false,"OAK PARK HEIGHTS, LOT 18, N 1/2 OF W 1/2",Patio,200,,0,,0,,0,,0,,0,false,070929218159,0,0
070929218167,521 Charles Ln,Residential,Single family,57,$71300.00,$159600.00,$230900.00,$69200.00,$155000.00,$224200.00,$5222.51,$0.00,$0.00,$5222.51,SR-C1,,,,10138,Charles Ln,73.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1961,1,1,3,1,1,1,true,1305,0,0,0,1305,0,495,1305,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1998,Attached,1,,0,Concrete,false,"OAK PARK HEIGHTS, LOT 18, S 1/2 OF W 1/2",Open Porch,80,Encl Porch,152,Patio,330,,0,,0,,0,false,070929218167,0,0
070929218175,525 Charles Ln,Residential,Single family,57,$64500.00,$170100.00,$234600.00,$62600.00,$165200.00,$227800.00,$5441.11,$0.00,$0.00,$5441.11,SR-C1,,,,9112,Charles Ln,67,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1958,1,1,3,1,0,0,true,1315,0,0,0,1315,0,559,1315,0,Brick,,Concrete,Asphalt,2006,Detached,1,,0,Concrete,false,OAK PARK HEIGHTS N 67 FT OF W 1/2 OF LOT 19,,0,,0,,0,,0,,0,,0,false,070929218175,0,0
070929218183,529 Charles Ln,Residential,Single family,57,$76600.00,$180100.00,$256700.00,$74400.00,$164800.00,$239200.00,$5585.90,$98.68,$0.00,$5684.58,SR-C1,,,,10880,Charles Ln,80,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Cape Cod,1951,1.5,1,4,2,1,0,true,1222,654,0,0,1876,0,30,922,0,Aluminum/Vinyl,,Concrete Block,Asphalt,2003,Detached,2,,0,Concrete,false,OAK PARK HEIGHTS S 80 FT OF W 1/2 OF LOT 19,Deck,360,,0,,0,,0,,0,,0,false,070929218183,0,0
070929218191,533 Charles Ln,Residential,Single family,57,$71300.00,$159100.00,$230400.00,$69200.00,$154500.00,$223700.00,$5210.39,$0.00,$0.00,$5210.39,SR-C1,,,,10064,Charles Ln,73.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,0,1,true,1256,0,0,0,1256,0,468,1256,0,Aluminum/Vinyl,,Concrete Block,Asphalt,1954,Attached,2,,0,Concrete,false,OAK PARK HEIGHTS N 1/2 OF W 1/2 OF LOT 20,Patio,170,Patio,40,Patio,40,Patio,40,,0,,0,false,070929218191,0,0
070929218208,537 Charles Ln,Residential,Single family,57,$71800.00,$195900.00,$267700.00,$69700.00,$190200.00,$259900.00,$6087.38,$0.00,$0.00,$6087.38,SR-C1,,,,10064,Charles Ln,73.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,2,0,1,true,1401,0,0,0,1401,0,480,1197,204,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2006,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS S 1/2 OF W 1/2 OF LOT 20,Screen Porch,104,,0,,0,,0,,0,,0,false,070929218208,0,0
070929218216,4618 Tokay Blvd,Residential,Single family,57,$76600.00,$157300.00,$233900.00,$74400.00,$152700.00,$227100.00,$5292.76,$0.00,$0.00,$5292.76,SR-C1,,,,10253,Tokay Blvd,86,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,0,2,true,1417,0,0,0,1417,0,264,1417,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2003,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS WLY 86 FT OF LOT 21,Encl Porch,210,Patio,161,Deck,330,,0,,0,,0,false,070929218216,0,0
070929218224,4610 Tokay Blvd,Residential,Single family,57,$76600.00,$170100.00,$246700.00,$74400.00,$165100.00,$239500.00,$5593.17,$0.00,$0.00,$5593.17,SR-C1,,,,10530,Tokay Blvd,86.13,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,3,1,1,1,true,1503,0,0,0,1503,0,312,1503,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1954,Attached,2,,0,Concrete,false,OAK PARK HEIGHTS W 86.31 FT OF E 186.3   1 FT OF LOT 21,Open Porch,35,Patio,246,,0,,0,,0,,0,false,070929218224,0,0
070929219016,4625 Ames St,Residential,Single family,57,$68400.00,$225800.00,$294200.00,$66400.00,$219200.00,$285600.00,$6710.00,$9.76,$0.00,$6719.76,SR-C1,,,,9996,Ames St,137.63,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1956,1,1,4,1,2,2,false,1704,0,0,0,1704,0,656,1644,0,Wood,Masonry Facing,Concrete,Asphalt,1956,Basement,2,,0,Concrete,false,OAK PARK HEIGHTS NE 1/4 OF LOT 29,Screen Porch,144,Patio,348,,0,,0,,0,,0,false,070929219016,0,0
070929219024,4641 Ames St,Residential,Single family,57,$68600.00,$107400.00,$176000.00,$66600.00,$100400.00,$167000.00,$3836.76,$0.00,$0.00,$3836.76,SR-C1,,,,9996,Ames St,137.63,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1954,1,1,2,1,0,0,false,878,0,0,0,878,0,0,728,0,Aluminum/Vinyl,,Concrete,Asphalt,1954,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS NW1/4 OF LOT 29,,0,,0,,0,,0,,0,,0,false,070929219024,0,0
070929219032,505 Orchard Dr,Residential,Single family,57,$68600.00,$219700.00,$288300.00,$66600.00,$213300.00,$279900.00,$6571.91,$0.00,$0.00,$6571.91,SR-C1,,,,10074,Orchard Dr,73,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1961,1,1,2,1,0,1,true,1520,0,0,0,1520,0,275,936,0,Wood,,Concrete,Asphalt,2007,Attached,2,,0,Concrete,false,OAK PARK HEIGHTS SW 1/4 OF LOT 29,,0,,0,,0,,0,,0,,0,false,070929219032,0,0
070929219040,509 Orchard Dr,Residential,Single family,57,$74100.00,$259500.00,$333600.00,$71900.00,$252000.00,$323900.00,$7637.87,$0.00,$0.00,$7637.87,SR-C1,,,,10960,Orchard Dr,79.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1961,1,1,3,2,0,2,true,1711,0,0,0,1711,0,585,1561,0,Brick,,Concrete,Asphalt,1961,Attached,2,,0,Concrete,false,OAK PARK HEIGHTS N 1/2 OF W 1/2 OF LOT 30,Open Porch,50,Encl Porch,166,,0,,0,,0,,0,false,070929219040,0,0
070929219058,513 Orchard Dr,Residential,Single family,57,$74100.00,$180900.00,$255000.00,$71900.00,$175700.00,$247600.00,$5920.79,$0.00,$0.00,$5920.79,SR-C1,,,,10960,Orchard Dr,79.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1962,1,1,4,2,1,1,true,1400,0,0,0,1400,0,418,1114,0,Wood,Masonry Facing,Concrete,Asphalt,1985,Basement,1,,0,Asphalt,false,OAK PARK HEIGHTS S 1/2 OF W 1/2 OF LOT 30,Screen Porch,234,,0,,0,,0,,0,,0,false,070929219058,0,0
070929219066,517 Orchard Dr,Residential,Single family,57,$61800.00,$136500.00,$198300.00,$60000.00,$132500.00,$192500.00,$4454.53,$0.00,$0.00,$4454.53,SR-C1,,,,9081.6,Orchard Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,0,2,true,953,0,0,0,953,0,395,953,0,Wood,,Concrete,Asphalt,2004,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS N 1/2 OF W 1/2 OF LOT 31,,0,,0,,0,,0,,0,,0,false,070929219066,0,0
070929219074,521 Orchard Dr,Residential,Single family,57,$61800.00,$141600.00,$203400.00,$60000.00,$137500.00,$197500.00,$4575.66,$0.00,$0.00,$4575.66,SR-C1,,,,9108,Orchard Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,0,0,true,960,0,0,0,960,0,389,960,0,Aluminum/Vinyl,,Concrete,Asphalt,2004,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS S 1/2 OF W 1/2 OF LOT 31,Patio,225,,0,,0,,0,,0,,0,false,070929219074,0,0
070929219082,525 Orchard Dr,Residential,Single family,57,$62000.00,$167300.00,$229300.00,$60200.00,$162400.00,$222600.00,$5315.13,$0.00,$0.00,$5315.13,SR-C1,,,,9108,Orchard Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Bi-level,1981,1,1,2,2,0,1,false,884,0,0,0,884,0,740,884,0,Wood,,Concrete,Asphalt,1981,Attached,2,,0,Concrete,false,OAK PARK HEIGHTS N 1/2 OF W 1/2 OF LOT 32,Deck,372,Shed,576,,0,,0,,0,,0,false,070929219082,0,0
070929219090,529 Orchard Dr,Residential,Single family,57,$62700.00,$132300.00,$195000.00,$60900.00,$151400.00,$212300.00,$4934.21,$0.00,$0.00,$4934.21,SR-C1,,,,9108,Orchard Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,1,0,true,1336,0,0,0,1336,0,0,936,0,Wood,,Concrete,Asphalt,2007,Detached,1,,0,Concrete,false,OAK PARK HEIGHTS S 1/2 OF W 1/2 OF LOT 32,Patio,230,,0,,0,,0,,0,,0,false,070929219090,0,0
070929219107,533 Orchard Dr,Residential,Single family,57,$66200.00,$306400.00,$372600.00,$64300.00,$308300.00,$372600.00,$8817.69,$0.00,$0.00,$8817.69,SR-C1,,,,10476,Orchard Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1939,1,1,3,3,0,2,true,1662,0,0,0,1662,0,897,1250,0,Cement Fiberbd,Stone,Concrete Block,Asphalt,2006,Attached,2,,0,Concrete,false,"CERTIFIED SURVEY MAP NO 11584 AS RECORDED IN DANE COUNTY REGISTER OF DEEDS VOL 70 PAGE 311 OF CERTIFIED SURVEYS, LOT 1.",Open Porch,24,Enc-Fin Porch,192,Deck,216,,0,,0,,0,false,070929219107,0,0
070929219115,541 Orchard Dr,Residential,Single family,57,$68400.00,$172600.00,$241000.00,$66400.00,$167600.00,$234000.00,$5459.92,$0.00,$0.00,$5459.92,SR-C1,,,,10212,Orchard Dr,74,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1959,1,1,3,1,1,1,true,1543,0,0,0,1543,0,264,1360,0,Wood,,Concrete,Asphalt,2004,Attached,1,Attached,1,Concrete,false,ASSESSOR'S PLAT #3 OF OAK PARK HEIGHTS N 1/2 OF W 1/2 OF LOT 34,Deck,292,,0,,0,,0,,0,,0,false,070929219115,0,0
070929219123,4634 Tokay Blvd,Residential,Single family,57,$68400.00,$153900.00,$222300.00,$66400.00,$149400.00,$215800.00,$5019.00,$0.00,$0.00,$5019.00,SR-C1,,,,10132,Tokay Blvd,137.63,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,2,0,1,true,1981,0,0,0,1981,0,288,1981,0,Wood,Masonry Facing,Concrete,Asphalt,1955,Attached,2,,0,Concrete,false,OAK PARK HEIGHTS S 1/2 OF W 1/2 OF LOT 34,,0,,0,,0,,0,,0,,0,false,070929219123,0,0
070929219131,4630 Tokay Blvd,Residential,Single family,57,$70900.00,$141000.00,$211900.00,$68800.00,$136900.00,$205700.00,$4774.32,$81.29,$0.00,$4855.61,SR-C1,,,,10394,Tokay Blvd,137.63,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,2,0,1,true,1188,0,0,0,1188,0,502,1144,0,Aluminum/Vinyl,,Concrete Block,Asphalt,2007,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS S 1/2 OF E 1/2 OF LOT 34,Deck,324,,0,,0,,0,,0,,0,false,070929219131,0,0
070929219149,542 Charles Ln,Residential,Single family,57,$72900.00,$178800.00,$251700.00,$70800.00,$173600.00,$244400.00,$5711.88,$0.00,$0.00,$5711.88,SR-C1,,,,10444,Charles Ln,75.9,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,1,0,1,true,1171,0,0,0,1171,0,798,1171,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1997,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS N 1/2 OF E 1/2 OF LOT 34,Enc-Fin Porch,125,Deck,120,,0,,0,,0,,0,false,070929219149,0,0
070929219157,538 Charles Ln,Residential,Single family,57,$61000.00,$148000.00,$209000.00,$59200.00,$143700.00,$202900.00,$4706.49,$125.24,$0.00,$4831.73,SR-C1,,,,7986,Charles Ln,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1957,1,1,3,1,0,0,true,1120,0,0,0,1120,0,0,1120,0,Aluminum/Vinyl,,Concrete,Asphalt,2007,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS S 1/2 OF E 121.25 FT OF LOT 33,,0,,0,,0,,0,,0,,0,false,070929219157,0,0
070929219165,534 Charles Ln,Residential,Single family,57,$61000.00,$137900.00,$198900.00,$59200.00,$133900.00,$193100.00,$4469.07,$0.00,$0.00,$4469.07,SR-C1,,,,7986,Charles Ln,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1957,1,1,3,1,1,0,false,1120,0,0,0,1120,0,0,1120,0,Wood,,Concrete,Asphalt,1957,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS N 1/2 OF E 121.25 FT OF LOT 33,Encl Porch,96,,0,,0,,0,,0,,0,false,070929219165,0,0
070929219173,530 Charles Ln,Residential,Single family,57,$64100.00,$169700.00,$233800.00,$62200.00,$164800.00,$227000.00,$5290.34,$0.00,$0.00,$5290.34,SR-C1,,,,9108,Charles Ln,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Cape Cod,1953,1.5,1,3,1,1,1,true,916,600,0,0,1516,0,297,744,0,Aluminum/Vinyl,,Concrete,Asphalt,1994,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS S 1/2 OF E 1/2 OF LOT 32,Patio,300,Patio,108,,0,,0,,0,,0,false,070929219173,0,0
070929219181,526 Charles Ln,Residential,Single family,57,$64300.00,$167200.00,$231500.00,$62400.00,$162400.00,$224800.00,$5237.04,$0.00,$1183.52,$6420.56,SR-C1,,,,9108,Charles Ln,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Modern two story,1953,2,1,4,1,1,1,true,732,793,0,0,1525,0,407,732,0,Wood,,Concrete,Asphalt,1953,Detached,1,,0,Concrete,false,OAK PARK HEIGHTS N 1/2 OF E 1/2 OF LOT 32,Screen Porch,144,Encl Porch,32,,0,,0,,0,,0,false,070929219181,0,0
070929219199,522 Charles Ln,Residential,Single family,57,$64100.00,$212800.00,$276900.00,$62200.00,$206600.00,$268800.00,$6434.39,$0.00,$0.00,$6434.39,SR-C1,,,,9108,Charles Ln,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,2,2,0,0,true,1255,0,0,0,1255,0,472,1020,0,Aluminum/Vinyl,,Concrete,Asphalt,2007,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS S 1/2 OF E 1/2 OF LOT 31,,0,,0,,0,,0,,0,,0,false,070929219199,0,0
070929219206,518 Charles Ln,Residential,Single family,57,$64100.00,$130600.00,$194700.00,$62200.00,$126800.00,$189000.00,$4369.74,$0.00,$0.00,$4369.74,SR-C1,,,,9108,Charles Ln,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1955,1,1,3,2,1,0,true,971,0,0,0,971,0,150,971,0,Aluminum/Vinyl,,Concrete,Asphalt,2004,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS N 1/2 OF E 102 FT OF LOT 31,,0,,0,,0,,0,,0,,0,false,070929219206,0,0
070929219214,514 Charles Ln,Residential,Single family,57,$76600.00,$206300.00,$282900.00,$74400.00,$200300.00,$274700.00,$6445.93,$24.15,$0.00,$6470.08,SR-C1,,,,10939,Charles Ln,79.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Split-level,1959,2,1,6,2,0,2,true,1928,528,0,0,2456,0,0,1400,528,Wood,,Concrete,Asphalt,2004,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS S 1/2 OF E 1/2 OF LOT 30,Deck,352,,0,,0,,0,,0,,0,false,070929219214,0,0
070929219222,510 Charles Ln,Residential,Single family,57,$76600.00,$160700.00,$237300.00,$74400.00,$156000.00,$230400.00,$5372.71,$108.89,$0.00,$5481.60,SR-C1,,,,10939,Charles Ln,79.5,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1956,1,1,3,1,0,2,true,1451,0,0,0,1451,0,650,1451,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1982,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS N 1/2 OF E 1/2 OF LOT 30,,0,,0,,0,,0,,0,,0,false,070929219222,0,0
070929219230,506 Charles Ln,Residential,Single family,57,$69900.00,$184000.00,$253900.00,$67900.00,$178600.00,$246500.00,$5894.14,$0.00,$242.91,$6137.05,SR-C1,,,,10074,Charles Ln,73,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,1,0,1,false,1007,0,0,0,1007,0,0,1007,0,Wood,,Concrete,Asphalt,2004,Attached,1,,0,Concrete,false,OAK PARK HEIGHTS SE 1/4 OF LOT 29,Screen Porch,182,,0,,0,,0,,0,,0,false,070929219230,0,0
070929219248,537 Orchard Dr,Residential,Single family,57,$63800.00,$430200.00,$494000.00,$61900.00,$432100.00,$494000.00,$11890.15,$0.00,$0.00,$11890.15,SR-C1,,,,9789,Orchard Dr,66,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Modern two story,2006,2,1,4,3,1,1,true,1272,1170,0,0,2442,0,1100,1272,0,Aluminum/Vinyl,,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"CERTIFIED SURVEY MAP NO 11584 AS RECORDED IN DANE COUNTY REGISTER OF DEEDS VOL 70 PAGE 311 OF CERTIFIED SURVEYS, LOT 2.",Open Porch,145,Screen Porch,168,Patio,100,Deck,144,,0,,0,false,070929219248,0,0
070929220013,4709 Ames St,Residential,Single family,57,$59000.00,$132000.00,$191000.00,$57300.00,$128100.00,$185400.00,$4282.53,$0.00,$0.00,$4282.53,SR-C1,,,,7298,Ames St,104.25,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1953,1,1,3,1,1,0,true,864,0,0,0,864,0,220,864,0,Aluminum/Vinyl,,Concrete,Asphalt,2008,Attached,1.5,,0,Concrete,false,"OAK PARK HEIGHTS - PART OF LOT 51 - COM  ON SLY LINE SD LOT 136.65 FT FROM SW COR SD LOT, TH N 147.2 FT TO PIPER DR, TH S  W ALONG PIPER DR 104.25 FT, TH S 43 DEG  10 MIN E 131.9 FT TO POB",Enc-Fin Porch,154,,0,,0,,0,,0,,0,false,070929220013,0,0
070929220021,501 Piper Dr,Residential,Single family,57,$59500.00,$137600.00,$197100.00,$57800.00,$133600.00,$191400.00,$4427.88,$0.00,$0.00,$4427.88,SR-C1,,,,7122,Piper Dr,106.3,false,0,Madison,Midvale-Lincoln,Opt Cherokee/Hamiltn,West,79,77,10B,http://www.cityofmadison.com/streets/documents/friB.pdf,Ranch,1958,1,1,3,1,1,0,false,1165,0,0,0,1165,0,348,949,0,Wood,,Concrete,Asphalt,1958,Attached,2,,0,Asphalt,false,"OAK PARK HEIGHTS PART OF LOT 51 - COM AT SW COR LOT 51, TH E ALONG SLY LN LOT 51  , 136.65 FT, TH N 43 DEG 10 MIN W 131.9  FT TO PIPER DR, TH SLY ALONG PIPER DR 10 6.3 FT TO POB",,0,,0,,0,,0,,0,,0,false,070929220021,0,0
